00000370,00000001,000ffffd,18
01000b48,00000002,000ffffe,197773
01000b70,00000001,000ffffe,197943
01000b58,00000001,000ffffe,198029
01000b8c,00000001,000ffffe,198344
01000b94,00000001,000ffffe,198502
01000b58,00000001,000ffffe,198853
01000b18,000000cd,000800b0,199233
01000ba4,00000001,000ffffe,199357
01000b8c,00000001,000ffffe,199793
00000a00,00000001,000ffffe,200251
000009e8,00000001,000ffffe,200752
000009d0,00000001,000ffffe,201129
00000a2c,000000af,00080075,201177
000009f0,00000002,000ffffe,201433
00000a2c,000000e1,0008007c,201808
01000b40,00000001,000ffffe,201932
01000b84,000000e3,00080041,202604
01000b48,00000002,000ffffe,202842
01000b84,000000e3,00080048,203299
01000b98,00000001,000ffffe,203429
01000b48,00000002,000ffffe,203848
01000ba0,00000001,000ffffe,204296
01000b94,00000001,000ffffe,204521
01000b04,00000001,000ffffe,204634
01000b8c,00000001,000ffffe,204691
01000b94,00000001,000ffffe,204720
01000b98,00000001,000ffffe,204735
01000b58,00000001,000ffffe,204743
01000ba0,00000001,000ffffe,205019
01000b94,00000001,000ffffe,205429
01000b58,00000001,000ffffe,205906
01000b48,00000002,000ffffe,206146
01000b84,000000e3,00080051,206491
01000b98,00000001,000ffffe,206565
01000b48,00000002,000ffffe,206956
01000b40,00000001,000ffffe,207422
01000b8c,00000001,000ffffe,207656
01000ba4,00000001,000ffffe,208013
01000b78,00000002,000ffffe,208193
01000b94,00000001,000ffffe,208282
01000b40,00000001,000ffffe,208599
01000b54,0000000e,000800b0,208771
01000ba8,00000001,000ffffe,208838
01000b28,00000001,000ffffe,209150
01000ba4,00000001,000ffffe,209546
01000b28,00000001,000ffffe,210016
01000ba0,00000001,000ffffe,210523
01000b84,000000e3,00080043,211003
01000b78,00000002,000ffffe,211329
01000b84,000000e3,0008008e,211370
01000ba8,00000001,000ffffe,211660
01000ba0,00000001,000ffffe,212098
01000b48,00000002,000ffffe,212558
01000b70,00000001,000ffffe,212787
01000b58,00000001,000ffffe,213142
01000ba0,00000001,000ffffe,213320
01000b40,00000001,000ffffe,213649
01000b94,00000001,000ffffe,213814
01000b8c,00000001,000ffffe,213897
01000bf4,00000001,000ffffe,213939
01000ba0,00000001,000ffffe,214200
01000b48,00000002,000ffffe,214332
01000b18,000000db,000800b4,214615
01000b54,0000000e,000800b0,214715
01000ba8,00000001,000ffffe,214855
01000b78,00000002,000ffffe,214933
01000b54,0000000e,000800b1,214984
01000b94,00000001,000ffffe,214991
01000b8c,00000001,000ffffe,215273
01000b94,00000001,000ffffe,215686
01000b54,0000000e,000800b1,215906
01000b78,00000002,000ffffe,215998
01000b40,00000001,000ffffe,216289
01000b54,0000000e,000800b0,216688
01000b28,00000001,000ffffe,217140
01000b78,00000002,000ffffe,217374
01000ba0,00000001,000ffffe,217490
01000b28,00000001,000ffffe,217549
01000ba8,00000001,000ffffe,217579
01000b54,0000000e,000800b0,217879
01000b84,000000e3,000800ae,218236
01000b94,00000001,000ffffe,218354
01000ba8,00000001,000ffffe,218798
01000b84,000000e3,00080072,219486
01000b28,00000001,000ffffe,219763
01000ba0,00000001,000ffffe,220015
01000b84,000000e3,0008006b,220607
01000b58,00000001,000ffffe,220804
01000b54,0000000e,000800b0,221029
01000b28,00000001,000ffffe,221394
01000b54,0000000e,000800b1,221836
01000b70,00000001,000ffffe,222038
01000ba4,00000001,000ffffe,222146
01000b94,00000001,000ffffe,222440
01000ba4,00000001,000ffffe,222827
01000b04,00000001,000ffffe,223021
01000b94,00000001,000ffffe,223390
01000b94,00000001,000ffffe,223575
01000b58,00000001,000ffffe,223668
01000b78,00000002,000ffffe,223716
01000b48,00000002,000ffffe,223740
01000b54,0000000e,000800b0,224036
01000b70,00000001,000ffffe,224437
01000b48,00000002,000ffffe,224917
01000b40,00000001,000ffffe,225156
01000bf4,00000001,000ffffe,225516
00000a34,00000001,000ffffe,225936
00000a40,00000001,000ffffe,226386
00000a84,000000c1,0008009a,227075
000009d0,00000001,000ffffe,227132
00000a50,00000001,000ffffe,227257
00000a50,00000001,000ffffe,227320
000009fc,0000000e,000800b8,227365
01000b98,00000001,000ffffe,227640
01000b28,00000001,000ffffe,228056
01000ba4,00000001,000ffffe,228536
01000b28,00000001,000ffffe,229048
01000b28,00000001,000ffffe,229544
01000b78,00000002,000ffffe,230033
01000b8c,00000001,000ffffe,230516
01000b8c,00000001,000ffffe,230998
01000b84,000000f1,00080060,231719
01000b48,00000002,000ffffe,231842
01000b58,00000001,000ffffe,231902
01000b94,00000001,000ffffe,231949
01000b84,000000f1,00080060,231960
01000b84,000000f1,00080051,232173
01000b78,00000002,000ffffe,232230
01000b78,00000002,000ffffe,232642
01000b48,00000002,000ffffe,233120
01000b54,0000000e,000800b8,233643
01000b58,00000001,000ffffe,233886
01000b70,00000001,000ffffe,234254
01000b54,0000000e,000800b8,234691
01000b40,00000001,000ffffe,235130
01000b54,0000000e,000800b8,235641
01000b98,00000001,000ffffe,236117
01000b28,00000001,000ffffe,236362
01000b8c,00000001,000ffffe,236485
01000b28,00000001,000ffffe,236547
01000b48,00000002,000ffffe,236819
01000b18,000000e9,000800bb,237186
01000b98,00000001,000ffffe,237294
01000ba4,00000001,000ffffe,237736
01000b70,00000001,000ffffe,238197
01000b94,00000001,000ffffe,238428
01000ba8,00000001,000ffffe,238544
01000b28,00000001,000ffffe,238842
01000b70,00000001,000ffffe,239231
01000b40,00000001,000ffffe,239426
01000b40,00000001,000ffffe,239524
01000b94,00000001,000ffffe,239958
01000ba4,00000001,000ffffe,240031
01000b84,000000f1,000800ad,240053
01000b70,00000001,000ffffe,240097
01000b84,000000f1,000800b4,240308
01000b18,000000e9,000800bc,240319
01000ba8,00000001,000ffffe,240374
01000ba4,00000001,000ffffe,240513
01000b94,00000001,000ffffe,240583
01000b70,00000001,000ffffe,240890
01000be4,00000001,000ffffe,241044
01000ba4,00000001,000ffffe,241393
01000b48,00000002,000ffffe,241569
01000b78,00000002,000ffffe,241657
01000ba0,00000001,000ffffe,241972
01000ba0,00000001,000ffffe,242370
01000b28,00000001,000ffffe,242841
01000b94,00000001,000ffffe,243077
01000b28,00000001,000ffffe,243435
01000b58,00000001,000ffffe,244064
01000b84,000000f1,00080090,244094
01000ba0,00000001,000ffffe,244441
01000b58,00000001,000ffffe,244630
01000ba4,00000001,000ffffe,244725
01000b58,00000001,000ffffe,244773
01000ba8,00000001,000ffffe,245037
01000b70,00000001,000ffffe,245441
01000ba0,00000001,000ffffe,245915
01000b98,00000001,000ffffe,246424
01000b98,00000001,000ffffe,246679
01000ba4,00000001,000ffffe,246807
01000b48,00000002,000ffffe,247112
01000ba8,00000001,000ffffe,247503
01000ba8,00000001,000ffffe,247971
01000b94,00000001,000ffffe,248477
01000b78,00000002,000ffffe,248971
01000ba4,00000001,000ffffe,249217
01000b84,000000f1,00080073,249581
01000ba4,00000001,000ffffe,249643
01000b70,00000001,000ffffe,250034
01000b48,00000002,000ffffe,250231
01000b70,00000001,000ffffe,250600
01000b58,00000001,000ffffe,251025
01000b58,00000001,000ffffe,251238
01000ba8,00000001,000ffffe,251345
01000ba0,00000001,000ffffe,251399
01000b78,00000002,000ffffe,251667
01000b28,00000001,000ffffe,251800
01000b20,00000001,000ffffe,252139
01000ba8,00000001,000ffffe,252309
00000a50,00000001,000ffffe,252634
000009b4,00000002,000ffffe,252798
00000a50,00000001,000ffffe,252879
000009c8,00000001,000ffffe,253192
000009f0,00000002,000ffffe,253429
000009ac,00000001,000ffffe,253468
00000a2c,00000093,00080048,253495
00000a34,00000001,000ffffe,253728
00000a00,00000001,000ffffe,254130
000009e8,00000001,000ffffe,254603
01000ba8,00000001,000ffffe,254959
01000b54,0000000e,000800c0,255032
00000a2c,000000fd,000800a2,255092
01000b58,00000001,000ffffe,255289
01000ba8,00000001,000ffffe,255696
01000b84,000000ff,000800b9,256154
01000ba0,00000001,000ffffe,256274
01000ba4,00000001,000ffffe,256701
01000b48,00000002,000ffffe,256916
01000ba0,00000001,000ffffe,257294
01000b48,00000002,000ffffe,257485
01000ba4,00000001,000ffffe,257819
01000b94,00000001,000ffffe,257987
01000b8c,00000001,000ffffe,258311
01000b48,00000002,000ffffe,258746
01000b8c,00000001,000ffffe,259202
01000b98,00000001,000ffffe,259431
01000b98,00000001,000ffffe,259546
01000ba4,00000001,000ffffe,259604
01000ba4,00000001,000ffffe,259873
01000b58,00000001,000ffffe,260008
01000b48,00000002,000ffffe,260077
01000ba0,00000001,000ffffe,260382
01000b78,00000002,000ffffe,260776
01000b70,00000001,000ffffe,261071
01000ba8,00000001,000ffffe,261121
01000b84,000000ff,000800ab,261226
01000b94,00000001,000ffffe,261386
01000bd0,00000001,000ffffe,261519
01000b98,00000001,000ffffe,261586
01000b48,00000002,000ffffe,261621
01000b58,00000001,000ffffe,261877
01000ba8,00000001,000ffffe,262071
01000b58,00000001,000ffffe,262104
01000b48,00000002,000ffffe,262131
01000b98,00000001,000ffffe,262138
01000ba4,00000001,000ffffe,262140
01000b84,000000ff,000800b3,262260
01000b84,000000ff,00080068,262375
01000b84,000000ff,0008006f,262389
01000b48,00000002,000ffffe,262414
01000b1c,00000001,000ffffe,262550
01000b94,00000001,000ffffe,262619
01000b48,00000002,000ffffe,262655
01000b78,00000002,000ffffe,262673
01000b58,00000001,000ffffe,262953
01000b48,00000002,000ffffe,263095
01000ba0,00000001,000ffffe,263201
01000b54,0000009d,000800bf,263321
01000b28,00000001,000ffffe,263459
01000b54,0000000e,000800bf,263873
01000b8c,00000001,000ffffe,264061
01000b8c,00000001,000ffffe,264162
01000b54,0000000e,000800c0,264226
01000b40,00000001,000ffffe,264239
01000b54,0000000e,000800c0,264537
01000b54,0000000e,000800bf,264680
01000b70,00000001,000ffffe,264739
01000b48,00000002,000ffffe,265048
01000ba4,00000001,000ffffe,265441
01000ba8,00000001,000ffffe,265910
01000ba8,00000001,000ffffe,266263
01000b84,000000ff,0008004b,266399
01000b40,00000001,000ffffe,266562
01000b8c,00000001,000ffffe,266712
01000b48,00000002,000ffffe,267060
01000b70,00000001,000ffffe,267233
01000b28,00000001,000ffffe,267724
01000b84,000000ff,00080096,267814
01000ba0,00000001,000ffffe,268046
01000b58,00000001,000ffffe,268479
01000b8c,00000001,000ffffe,268696
01000b70,00000001,000ffffe,268805
01000b58,00000001,000ffffe,268860
01000b58,00000001,000ffffe,268888
01000bf0,00000001,000ffffe,269174
01000b98,00000001,000ffffe,269589
01000b70,00000001,000ffffe,269797
01000b28,00000001,000ffffe,270173
01000b48,00000002,000ffffe,270602
01000b48,00000002,000ffffe,271056
01000b70,00000001,000ffffe,271554
01000b28,00000001,000ffffe,271804
01000ba4,00000001,000ffffe,272169
01000b98,00000001,000ffffe,272352
01000b58,00000001,000ffffe,272444
01000b8c,00000001,000ffffe,272762
01000ba4,00000001,000ffffe,273161
01000ba8,00000001,000ffffe,273361
01000b58,00000001,000ffffe,273733
01000b58,00000001,000ffffe,274159
01000b54,0000000e,000800bf,274625
01000b54,0000000e,000800bf,274852
01000b70,00000001,000ffffe,274953
01000b70,00000001,000ffffe,275250
01000ba0,00000001,000ffffe,275399
01000b48,00000002,000ffffe,275475
01000ba4,00000001,000ffffe,275512
01000b48,00000002,000ffffe,275772
01000b54,0000000e,000800bf,275914
01000b40,00000001,000ffffe,276238
01000ba8,00000001,000ffffe,276407
01000b28,00000001,000ffffe,276492
01000b40,00000001,000ffffe,276535
01000b94,00000001,000ffffe,276557
01000b78,00000002,000ffffe,276841
01000b8c,00000001,000ffffe,276982
01000ba4,00000001,000ffffe,277325
01000ba8,00000001,000ffffe,277497
01000b28,00000001,000ffffe,277823
01000b94,00000001,000ffffe,278258
01000b28,00000001,000ffffe,278476
01000bb0,00000001,000ffffe,278857
01000b78,00000002,000ffffe,279049
01000b40,00000001,000ffffe,279144
01000b98,00000001,000ffffe,279464
01000b40,00000001,000ffffe,279864
01000b70,00000001,000ffffe,280336
01000b54,0000000e,000800c0,280857
00000acc,00000001,000ffffe,281338
000009e8,00000001,000ffffe,281825
00000a2c,000000a1,00080057,282229
00000a18,00000001,000ffffe,282431
00000a20,00000002,000ffffe,282853
000009d0,00000001,000ffffe,283063
00000a34,00000001,000ffffe,283169
000009d0,00000001,000ffffe,283609
00000a88,00000001,000ffffe,283683
00000a2c,0000010b,00080048,283728
01000b40,00000001,000ffffe,283992
01000b48,00000002,000ffffe,284148
01000b98,00000001,000ffffe,284225
01000b94,00000001,000ffffe,284692
01000b84,0000010d,00080048,284804
01000bec,00000001,000ffffe,285042
01000ba8,00000001,000ffffe,285489
01000b98,00000001,000ffffe,285713
01000ba8,00000001,000ffffe,286097
01000b70,00000001,000ffffe,286529
01000b84,0000010d,00080058,287253
01000ba0,00000001,000ffffe,287485
01000b8c,00000001,000ffffe,287975
01000ba0,00000001,000ffffe,288460
01000ba8,00000001,000ffffe,288703
01000b78,00000002,000ffffe,288826
01000b98,00000001,000ffffe,289126
01000b1c,00000001,000ffffe,289353
01000b84,0000010d,000800a3,289545
01000b94,00000001,000ffffe,289663
01000b94,00000001,000ffffe,290058
01000b8c,00000001,000ffffe,290256
01000ba4,00000001,000ffffe,290627
01000ba8,00000001,000ffffe,290813
01000b54,0000000e,000800c7,291326
01000b54,0000000e,000800c7,291410
01000b84,0000010d,0008009c,291414
01000b78,00000002,000ffffe,291712
01000b70,00000001,000ffffe,292108
01000bf4,00000001,000ffffe,292307
01000b84,0000010d,00080070,292675
01000b28,00000001,000ffffe,292697
01000b58,00000001,000ffffe,293082
01000ba4,00000001,000ffffe,293275
01000ba0,00000001,000ffffe,293372
01000b40,00000001,000ffffe,293421
01000ba4,00000001,000ffffe,293446
01000ba0,00000001,000ffffe,293459
01000b58,00000001,000ffffe,293466
01000b8c,00000001,000ffffe,293470
01000ba8,00000001,000ffffe,293744
01000ba8,00000001,000ffffe,294153
01000b70,00000001,000ffffe,294358
01000b04,00000001,000ffffe,294461
01000b54,0000000e,000800c7,294526
01000b28,00000001,000ffffe,294779
01000b98,00000001,000ffffe,295184
01000b28,00000001,000ffffe,295387
01000b58,00000001,000ffffe,295489
01000ba4,00000001,000ffffe,295780
01000b40,00000001,000ffffe,295926
01000b94,00000001,000ffffe,296444
01000ba4,00000001,000ffffe,296531
01000b84,0000010d,000800a5,296539
01000b28,00000001,000ffffe,296575
01000b84,0000010d,000800b4,297105
01000ba4,00000001,000ffffe,297240
01000b40,00000001,000ffffe,297442
01000b94,00000001,000ffffe,298002
01000b84,0000010d,00080080,298083
01000b70,00000001,000ffffe,298096
01000ba8,00000001,000ffffe,298415
01000b48,00000002,000ffffe,298576
01000b40,00000001,000ffffe,298927
01000b94,00000001,000ffffe,299375
01000bf4,00000001,000ffffe,299839
01000b48,00000002,000ffffe,300344
01000ba4,00000001,000ffffe,300835
01000b48,00000002,000ffffe,301322
01000b54,0000000e,000800c7,301817
01000b58,00000001,000ffffe,302046
01000ba4,00000001,000ffffe,302407
01000b8c,00000001,000ffffe,302588
01000b40,00000001,000ffffe,302679
01000b70,00000001,000ffffe,302725
01000ba8,00000001,000ffffe,302988
01000b48,00000002,000ffffe,303121
01000b40,00000001,000ffffe,303458
01000b48,00000002,000ffffe,303900
01000ba8,00000001,000ffffe,304120
01000b94,00000001,000ffffe,304231
01000b94,00000001,000ffffe,304287
01000b8c,00000001,000ffffe,304555
01000b48,00000002,000ffffe,304962
01000ba4,00000001,000ffffe,305436
01000b94,00000001,000ffffe,305674
01000ba4,00000001,000ffffe,306033
01000b98,00000001,000ffffe,306213
01000b40,00000001,000ffffe,306543
01000ba4,00000001,000ffffe,306980
01000b58,00000001,000ffffe,307199
01000b48,00000002,000ffffe,307310
01000b28,00000001,000ffffe,307604
01000b70,00000001,000ffffe,307752
01000ba4,00000001,000ffffe,308098
01000b54,0000000e,000800c7,308556
01000ba8,00000001,000ffffe,308766
01000ba8,00000001,000ffffe,308878
01000ba4,00000001,000ffffe,309174
01000b48,00000002,000ffffe,309563
01000b54,0000000e,000800c8,310041
01000ba4,00000001,000ffffe,310533
01000b98,00000001,000ffffe,310786
01000b8c,00000001,000ffffe,310913
01000b48,00000002,000ffffe,310978
00000abc,00000008,000800ce,311256
000009fc,0000000e,000800ce,311670
00000a40,00000001,000ffffe,312133
00000a3c,00000001,000ffffe,312643
000009d0,00000001,000ffffe,313138
000009fc,00000013,000800cf,313404
000009fc,0000000e,000800ce,313763
01000b58,00000001,000ffffe,314172
01000b40,00000001,000ffffe,314623
01000b28,00000001,000ffffe,314849
01000b28,00000001,000ffffe,315202
01000b78,00000002,000ffffe,315380
01000ba0,00000001,000ffffe,315468
01000b28,00000001,000ffffe,315513
01000b94,00000001,000ffffe,315536
01000b48,00000002,000ffffe,315827
01000b84,0000011b,0008009b,315830
01000b40,00000001,000ffffe,316237
01000ba0,00000001,000ffffe,316443
01000b48,00000002,000ffffe,316819
01000b8c,00000001,000ffffe,317006
01000bdc,00000002,000ffffe,317341
01000b48,00000002,000ffffe,317780
01000b94,00000001,000ffffe,317999
01000b98,00000001,000ffffe,318381
01000b40,00000001,000ffffe,318812
01000b84,0000011b,000800c9,319310
01000b54,0000000e,000800ce,319421
01000b98,00000001,000ffffe,319838
01000ba0,00000001,000ffffe,320293
01000ba4,00000001,000ffffe,320521
01000ba8,00000001,000ffffe,320875
01000b54,0000000e,000800cf,321514
01000b84,0000011b,000800c9,321574
01000b58,00000001,000ffffe,321659
01000b54,0000000e,000800ce,321699
01000b54,000000b9,000800ce,321884
01000b84,0000011b,00080042,321888
01000ba8,00000001,000ffffe,321979
01000ba8,00000001,000ffffe,322119
01000ba8,00000001,000ffffe,322461
01000b70,00000001,000ffffe,322904
01000b28,00000001,000ffffe,323126
01000b48,00000002,000ffffe,323510
01000b94,00000001,000ffffe,323701
01000b78,00000002,000ffffe,324038
01000b78,00000002,000ffffe,324478
01000b40,00000001,000ffffe,324937
01000b84,0000011b,00080096,325721
01000b48,00000002,000ffffe,325931
01000b84,0000011b,0008005a,326458
01000b54,0000000e,000800cf,326552
01000b28,00000001,000ffffe,326721
01000b78,00000002,000ffffe,327053
01000b58,00000001,000ffffe,327218
01000ba8,00000001,000ffffe,327541
01000b84,0000011b,00080096,327985
01000b54,0000000e,000800cf,328037
01000b58,00000001,000ffffe,328266
01000b54,0000000e,000800cf,328320
01000b98,00000001,000ffffe,328328
01000ba8,00000001,000ffffe,328345
01000b84,0000011b,00080069,328467
01000b70,00000001,000ffffe,328620
01000b84,0000011b,000800bc,328621
01000b28,00000001,000ffffe,328758
01000b48,00000002,000ffffe,329100
01000b48,00000002,000ffffe,329271
01000b58,00000001,000ffffe,329356
01000b8c,00000001,000ffffe,329671
01000b94,00000001,000ffffe,329829
01000bc8,00000001,000ffffe,330356
01000b84,0000011b,00080071,330462
01000b40,00000001,000ffffe,330684
01000b28,00000001,000ffffe,331120
01000b58,00000001,000ffffe,331578
01000b94,00000001,000ffffe,332079
01000b8c,00000001,000ffffe,332330
01000b70,00000001,000ffffe,332456
01000ba0,00000001,000ffffe,332759
01000aec,00000001,000ffffe,332911
01000b40,00000001,000ffffe,333259
01000b98,00000001,000ffffe,333705
01000b70,00000001,000ffffe,334168
01000b98,00000001,000ffffe,334400
01000ba8,00000001,000ffffe,334756
01000bf4,00000001,000ffffe,335174
01000b54,0000000e,000800cf,335636
01000b40,00000001,000ffffe,335848
01000b48,00000002,000ffffe,335962
01000bdc,00000002,000ffffe,336019
01000b40,00000001,000ffffe,336047
01000b48,00000002,000ffffe,336063
01000b98,00000001,000ffffe,336070
01000b54,0000000e,000800ce,336359
01000b58,00000001,000ffffe,336756
01000ba8,00000001,000ffffe,337233
01000ba0,00000001,000ffffe,337472
01000b70,00000001,000ffffe,337592
01000b8c,00000001,000ffffe,337892
01000bdc,00000002,000ffffe,338283
01000b48,00000002,000ffffe,338750
01000b94,00000001,000ffffe,338983
01000ba8,00000001,000ffffe,339340
01000ba8,00000001,000ffffe,339609
01000b84,0000011b,00080073,339801
01000b70,00000001,000ffffe,339926
01000b54,0000000e,000800cf,340178
01000b58,00000001,000ffffe,340477
01000b48,00000002,000ffffe,340874
01000b84,0000011b,000800b7,341625
01000b58,00000001,000ffffe,341850
01000b54,0000000e,000800cf,342117
01000b54,0000000e,000800cf,342484
00000a4c,00000001,000ffffe,342655
000009b4,00000002,000ffffe,342988
00000a18,00000001,000ffffe,343425
000009f0,00000002,000ffffe,343885
000009b4,00000002,000ffffe,344115
00000a20,00000002,000ffffe,344470
00000a3c,00000001,000ffffe,344647
00000a3c,00000001,000ffffe,344976
00000a50,00000001,000ffffe,345141
00000a4c,00000001,000ffffe,345224
00000a4c,00000001,000ffffe,345266
